original_path,original_category,final_category,store,filename,decision,changed,method,written_to,note
Movies & Series/sparkstore/Harry Potter 'Wizards' Frame.webp,Movies & Series,Movies & Series,sparkstore,Harry Potter 'Wizards' Frame.webp,dismiss,no,copy,dismissed\Movies & Series\sparkstore\Harry Potter 'Wizards' Frame.webp,
Movies & Series/sparkstore/John Wick 'Assassin King' Frame.webp,Movies & Series,Movies & Series,sparkstore,John Wick 'Assassin King' Frame.webp,dismiss,no,copy,dismissed\Movies & Series\sparkstore\John Wick 'Assassin King' Frame.webp,
Movies & Series/sparkstore/John Wick 'Baba Yaga' Frame.webp,Movies & Series,Movies & Series,sparkstore,John Wick 'Baba Yaga' Frame.webp,dismiss,no,copy,dismissed\Movies & Series\sparkstore\John Wick 'Baba Yaga' Frame.webp,
Movies & Series/sparkstore/John Wick 'Blood Oath' Frame.webp,Movies & Series,Movies & Series,sparkstore,John Wick 'Blood Oath' Frame.webp,dismiss,no,copy,dismissed\Movies & Series\sparkstore\John Wick 'Blood Oath' Frame.webp,
Movies & Series/sparkstore/John Wick 'Darkness and Determination' Frame.webp,Movies & Series,Movies & Series,sparkstore,John Wick 'Darkness and Determination' Frame.webp,dismiss,no,copy,dismissed\Movies & Series\sparkstore\John Wick 'Darkness and Determination' Frame.webp,
Movies & Series/sparkstore/John Wick 'Midnight Mythos' Frame.webp,Movies & Series,Movies & Series,sparkstore,John Wick 'Midnight Mythos' Frame.webp,dismiss,no,copy,dismissed\Movies & Series\sparkstore\John Wick 'Midnight Mythos' Frame.webp,
Movies & Series/sparkstore/John Wick 'Retribution' Frame.webp,Movies & Series,Movies & Series,sparkstore,John Wick 'Retribution' Frame.webp,dismiss,no,copy,dismissed\Movies & Series\sparkstore\John Wick 'Retribution' Frame.webp,
Movies & Series/sparkstore/John Wick 'The Legend of Wick' Frame.webp,Movies & Series,Movies & Series,sparkstore,John Wick 'The Legend of Wick' Frame.webp,dismiss,no,copy,dismissed\Movies & Series\sparkstore\John Wick 'The Legend of Wick' Frame.webp,
Movies & Series/sparkstore/John Wick 'The Red Reckoning' Frame.webp,Movies & Series,Movies & Series,sparkstore,John Wick 'The Red Reckoning' Frame.webp,dismiss,no,copy,dismissed\Movies & Series\sparkstore\John Wick 'The Red Reckoning' Frame.webp,
Movies & Series/sparkstore/John Wick 'Wicked' Frame.webp,Movies & Series,Movies & Series,sparkstore,John Wick 'Wicked' Frame.webp,dismiss,no,copy,dismissed\Movies & Series\sparkstore\John Wick 'Wicked' Frame.webp,
Movies & Series/sparkstore/Peaky Blinders 'Birmingham's Finest' Frame.webp,Movies & Series,Movies & Series,sparkstore,Peaky Blinders 'Birmingham's Finest' Frame.webp,dismiss,no,copy,dismissed\Movies & Series\sparkstore\Peaky Blinders 'Birmingham's Finest' Frame.webp,
Movies & Series/sparkstore/Peaky Blinders 'Empire of Smoke' Frame.webp,Movies & Series,Movies & Series,sparkstore,Peaky Blinders 'Empire of Smoke' Frame.webp,dismiss,no,copy,dismissed\Movies & Series\sparkstore\Peaky Blinders 'Empire of Smoke' Frame.webp,
Movies & Series/sparkstore/Peaky Blinders 'Reimagined In Arabic' Frame.webp,Movies & Series,Movies & Series,sparkstore,Peaky Blinders 'Reimagined In Arabic' Frame.webp,keep,no,copy,Movies & Series\sparkstore\Peaky Blinders 'Reimagined In Arabic' Frame.webp,
Movies & Series/sparkstore/Peaky Blinders 'Suits and Schemes' Frame.webp,Movies & Series,Movies & Series,sparkstore,Peaky Blinders 'Suits and Schemes' Frame.webp,keep,no,copy,Movies & Series\sparkstore\Peaky Blinders 'Suits and Schemes' Frame.webp,
Movies & Series/sparkstore/Peaky Blinders 'The Garrison's Glory' Frame.webp,Movies & Series,Movies & Series,sparkstore,Peaky Blinders 'The Garrison's Glory' Frame.webp,keep,no,copy,Movies & Series\sparkstore\Peaky Blinders 'The Garrison's Glory' Frame.webp,
Movies & Series/sparkstore/Peaky Blinders 'The Order of The Peaky Blinders' Frame.webp,Movies & Series,Movies & Series,sparkstore,Peaky Blinders 'The Order of The Peaky Blinders' Frame.webp,dismiss,no,copy,dismissed\Movies & Series\sparkstore\Peaky Blinders 'The Order of The Peaky Blinders' Frame.webp,
Movies & Series/sparkstore/Peaky Blinders 'The Razor's Edge' Frame.webp,Movies & Series,Movies & Series,sparkstore,Peaky Blinders 'The Razor's Edge' Frame.webp,dismiss,no,copy,dismissed\Movies & Series\sparkstore\Peaky Blinders 'The Razor's Edge' Frame.webp,
Movies & Series/sparkstore/Peaky Blinders 'The Shelby Legacy' Frame.webp,Movies & Series,Movies & Series,sparkstore,Peaky Blinders 'The Shelby Legacy' Frame.webp,dismiss,no,copy,dismissed\Movies & Series\sparkstore\Peaky Blinders 'The Shelby Legacy' Frame.webp,
Movies & Series/sparkstore/Peaky Blinders 'Twilight of Shelby' Frame.webp,Movies & Series,Movies & Series,sparkstore,Peaky Blinders 'Twilight of Shelby' Frame.webp,dismiss,no,copy,dismissed\Movies & Series\sparkstore\Peaky Blinders 'Twilight of Shelby' Frame.webp,
Movies & Series/sparkstore/Star Wars 'Echoes of the Empire' Frame.webp,Movies & Series,Movies & Series,sparkstore,Star Wars 'Echoes of the Empire' Frame.webp,dismiss,no,copy,dismissed\Movies & Series\sparkstore\Star Wars 'Echoes of the Empire' Frame.webp,
Movies & Series/sparkstore/Star Wars 'R2D2' Frame.webp,Movies & Series,Movies & Series,sparkstore,Star Wars 'R2D2' Frame.webp,dismiss,no,copy,dismissed\Movies & Series\sparkstore\Star Wars 'R2D2' Frame.webp,
Movies & Series/sparkstore/Star Wars 'Rebellion's Silhouette' Frame.webp,Movies & Series,Movies & Series,sparkstore,Star Wars 'Rebellion's Silhouette' Frame.webp,dismiss,no,copy,dismissed\Movies & Series\sparkstore\Star Wars 'Rebellion's Silhouette' Frame.webp,
Movies & Series/sparkstore/Star Wars 'Silhouette of a Jedi' Frame.webp,Movies & Series,Movies & Series,sparkstore,Star Wars 'Silhouette of a Jedi' Frame.webp,dismiss,no,copy,dismissed\Movies & Series\sparkstore\Star Wars 'Silhouette of a Jedi' Frame.webp,
Movies & Series/sparkstore/Star Wars 'The Empire Needs You' Frame.webp,Movies & Series,Movies & Series,sparkstore,Star Wars 'The Empire Needs You' Frame.webp,dismiss,no,copy,dismissed\Movies & Series\sparkstore\Star Wars 'The Empire Needs You' Frame.webp,
Movies & Series/sparkstore/Star Wars 'The Empire's Shadow' Frame.webp,Movies & Series,Movies & Series,sparkstore,Star Wars 'The Empire's Shadow' Frame.webp,dismiss,no,copy,dismissed\Movies & Series\sparkstore\Star Wars 'The Empire's Shadow' Frame.webp,
Movies & Series/sparkstore/Star Wars 'The Epic Encounter' Frame.webp,Movies & Series,Movies & Series,sparkstore,Star Wars 'The Epic Encounter' Frame.webp,dismiss,no,copy,dismissed\Movies & Series\sparkstore\Star Wars 'The Epic Encounter' Frame.webp,
Movies & Series/sparkstore/Star Wars 'The Stormtrooper's Stare' Frame.webp,Movies & Series,Movies & Series,sparkstore,Star Wars 'The Stormtrooper's Stare' Frame.webp,keep,no,copy,Movies & Series\sparkstore\Star Wars 'The Stormtrooper's Stare' Frame.webp,
Movies & Series/sparkstore/Star Wars 'Yoda's Legacy' Frame.webp,Movies & Series,Movies & Series,sparkstore,Star Wars 'Yoda's Legacy' Frame.webp,keep,no,copy,Movies & Series\sparkstore\Star Wars 'Yoda's Legacy' Frame.webp,
Movies & Series/sparkstore/The Godfather 'Bloody Flower' Frame.webp,Movies & Series,Movies & Series,sparkstore,The Godfather 'Bloody Flower' Frame.webp,keep,no,copy,Movies & Series\sparkstore\The Godfather 'Bloody Flower' Frame.webp,
Movies & Series/sparkstore/The Godfather 'Criminal Dynasty' Frame.webp,Movies & Series,Movies & Series,sparkstore,The Godfather 'Criminal Dynasty' Frame.webp,dismiss,no,copy,dismissed\Movies & Series\sparkstore\The Godfather 'Criminal Dynasty' Frame.webp,
Movies & Series/sparkstore/The Godfather 'Great Men' Frame.webp,Movies & Series,Movies & Series,sparkstore,The Godfather 'Great Men' Frame.webp,dismiss,no,copy,dismissed\Movies & Series\sparkstore\The Godfather 'Great Men' Frame.webp,
Movies & Series/sparkstore/The Godfather 'Mafia Majesty' Frame.webp,Movies & Series,Movies & Series,sparkstore,The Godfather 'Mafia Majesty' Frame.webp,dismiss,no,copy,dismissed\Movies & Series\sparkstore\The Godfather 'Mafia Majesty' Frame.webp,
Movies & Series/sparkstore/The Godfather 'The Knight' Frame.webp,Movies & Series,Movies & Series,sparkstore,The Godfather 'The Knight' Frame.webp,dismiss,no,copy,dismissed\Movies & Series\sparkstore\The Godfather 'The Knight' Frame.webp,
Movies & Series/sparkstore/The Godfather 'The Mob Monarch' Frame.webp,Movies & Series,Movies & Series,sparkstore,The Godfather 'The Mob Monarch' Frame.webp,dismiss,no,copy,dismissed\Movies & Series\sparkstore\The Godfather 'The Mob Monarch' Frame.webp,
Movies & Series/sparkstore/The Godfather 'The Patriarch's Presence' Frame.webp,Movies & Series,Movies & Series,sparkstore,The Godfather 'The Patriarch's Presence' Frame.webp,dismiss,no,copy,dismissed\Movies & Series\sparkstore\The Godfather 'The Patriarch's Presence' Frame.webp,
Movies & Series/sparkstore/The Godfather 'Underworld Empire' Frame.webp,Movies & Series,Movies & Series,sparkstore,The Godfather 'Underworld Empire' Frame.webp,dismiss,no,copy,dismissed\Movies & Series\sparkstore\The Godfather 'Underworld Empire' Frame.webp,
Movies & Series/sparkstore/The Walking Dead 'Crimson Surviva' Frame.webp,Movies & Series,Movies & Series,sparkstore,The Walking Dead 'Crimson Surviva' Frame.webp,dismiss,no,copy,dismissed\Movies & Series\sparkstore\The Walking Dead 'Crimson Surviva' Frame.webp,
Movies & Series/sparkstore/The Walking Dead 'Decay and Despair' Frame.webp,Movies & Series,Movies & Series,sparkstore,The Walking Dead 'Decay and Despair' Frame.webp,dismiss,no,copy,dismissed\Movies & Series\sparkstore\The Walking Dead 'Decay and Despair' Frame.webp,
Movies & Series/sparkstore/The Walking Dead 'Endure & Survive' Frame.webp,Movies & Series,Movies & Series,sparkstore,The Walking Dead 'Endure & Survive' Frame.webp,dismiss,no,copy,dismissed\Movies & Series\sparkstore\The Walking Dead 'Endure & Survive' Frame.webp,
Movies & Series/sparkstore/The Walking Dead 'Grips of the Undead' Frame.webp,Movies & Series,Movies & Series,sparkstore,The Walking Dead 'Grips of the Undead' Frame.webp,dismiss,no,copy,dismissed\Movies & Series\sparkstore\The Walking Dead 'Grips of the Undead' Frame.webp,
Movies & Series/sparkstore/The Walking Dead 'Shadows of Survival' Frame.webp,Movies & Series,Movies & Series,sparkstore,The Walking Dead 'Shadows of Survival' Frame.webp,dismiss,no,copy,dismissed\Movies & Series\sparkstore\The Walking Dead 'Shadows of Survival' Frame.webp,
Movies & Series/sparkstore/The Walking Dead 'Silhouettes of Survival' Frame.webp,Movies & Series,Movies & Series,sparkstore,The Walking Dead 'Silhouettes of Survival' Frame.webp,dismiss,no,copy,dismissed\Movies & Series\sparkstore\The Walking Dead 'Silhouettes of Survival' Frame.webp,
Movies & Series/sparkstore/The Walking Dead 'Survivor's Stand' Frame.webp,Movies & Series,Movies & Series,sparkstore,The Walking Dead 'Survivor's Stand' Frame.webp,dismiss,no,copy,dismissed\Movies & Series\sparkstore\The Walking Dead 'Survivor's Stand' Frame.webp,
Movies & Series/sparkstore/The Walking Dead 'The Shape of Desolation' Frame.webp,Movies & Series,Movies & Series,sparkstore,The Walking Dead 'The Shape of Desolation' Frame.webp,dismiss,no,copy,dismissed\Movies & Series\sparkstore\The Walking Dead 'The Shape of Desolation' Frame.webp,
Movies & Series/sparkstore/The Walking Dead 'Undead Uprising' Frame.webp,Movies & Series,Movies & Series,sparkstore,The Walking Dead 'Undead Uprising' Frame.webp,dismiss,no,copy,dismissed\Movies & Series\sparkstore\The Walking Dead 'Undead Uprising' Frame.webp,
Movies & Series/sparkstore/The Walking Dead 'Zombie Outbreak' Frame.webp,Movies & Series,Movies & Series,sparkstore,The Walking Dead 'Zombie Outbreak' Frame.webp,dismiss,no,copy,dismissed\Movies & Series\sparkstore\The Walking Dead 'Zombie Outbreak' Frame.webp,
Music/frameium/2Pac - GREATEST HITS.webp,Music,Music,frameium,2Pac - GREATEST HITS.webp,keep,no,copy,Music\frameium\2Pac - GREATEST HITS.webp,
Music/frameium/21 savage.webp,Music,Music,frameium,21 savage.webp,keep,no,copy,Music\frameium\21 savage.webp,
Music/frameium/ABYUSIF RAS SHITAN.webp,Music,Music,frameium,ABYUSIF RAS SHITAN.webp,keep,no,copy,Music\frameium\ABYUSIF RAS SHITAN.webp,
Music/frameium/Abyusif.webp,Music,Music,frameium,Abyusif.webp,keep,no,copy,Music\frameium\Abyusif.webp,
Music/frameium/AMR DIAB Ahla W Ahla.webp,Music,Music,frameium,AMR DIAB Ahla W Ahla.webp,keep,no,copy,Music\frameium\AMR DIAB Ahla W Ahla.webp,
Music/frameium/AMR DIAB EBTADENA.webp,Music,Music,frameium,AMR DIAB EBTADENA.webp,keep,no,copy,Music\frameium\AMR DIAB EBTADENA.webp,
Music/frameium/AMR DIAB KAMMEL KALAMAK.webp,Music,Music,frameium,AMR DIAB KAMMEL KALAMAK.webp,keep,no,copy,Music\frameium\AMR DIAB KAMMEL KALAMAK.webp,
Music/frameium/Arctic monkeys.webp,Music,Music,frameium,Arctic monkeys.webp,keep,no,copy,Music\frameium\Arctic monkeys.webp,
Music/frameium/Billie Eilish (2).webp,Music,Music,frameium,Billie Eilish (2).webp,dismiss,no,copy,dismissed\Music\frameium\Billie Eilish (2).webp,
Music/frameium/Billie eilish (3).webp,Music,Music,frameium,Billie eilish (3).webp,keep,no,copy,Music\frameium\Billie eilish (3).webp,
Music/frameium/CAIROKEE EL SEKA SHEMAL.webp,Music,Music,frameium,CAIROKEE EL SEKA SHEMAL.webp,keep,no,copy,Music\frameium\CAIROKEE EL SEKA SHEMAL.webp,
Music/frameium/CAIROKEE NAS W NAS.webp,Music,Music,frameium,CAIROKEE NAS W NAS.webp,keep,no,copy,Music\frameium\CAIROKEE NAS W NAS.webp,
Music/frameium/CAIROKEE NOQTA BEDA.webp,Music,Music,frameium,CAIROKEE NOQTA BEDA.webp,keep,no,copy,Music\frameium\CAIROKEE NOQTA BEDA.webp,
Music/frameium/CAIROKEE ROMA.webp,Music,Music,frameium,CAIROKEE ROMA.webp,keep,no,copy,Music\frameium\CAIROKEE ROMA.webp,
Music/frameium/CAIROKEE THE UGLY DUCKLINGS.webp,Music,Music,frameium,CAIROKEE THE UGLY DUCKLINGS.webp,keep,no,copy,Music\frameium\CAIROKEE THE UGLY DUCKLINGS.webp,
Music/frameium/chris brown - breezy.webp,Music,Music,frameium,chris brown - breezy.webp,keep,no,copy,Music\frameium\chris brown - breezy.webp,
Music/frameium/Currents- Tame Impala.webp,Music,Music,frameium,Currents- Tame Impala.webp,keep,no,copy,Music\frameium\Currents- Tame Impala.webp,
Music/frameium/Customize Your Album (Copy).webp,Music,Music,frameium,Customize Your Album (Copy).webp,keep,no,copy,Music\frameium\Customize Your Album (Copy).webp,
Music/frameium/Don toliver (2).webp,Music,Music,frameium,Don toliver (2).webp,keep,no,copy,Music\frameium\Don toliver (2).webp,
Music/frameium/Don toliver.webp,Music,Music,frameium,Don toliver.webp,keep,no,copy,Music\frameium\Don toliver.webp,
Music/frameium/drake - her loss.webp,Music,Music,frameium,drake - her loss.webp,keep,no,copy,Music\frameium\drake - her loss.webp,
Music/frameium/DRAKE - ICEMAN.webp,Music,Music,frameium,DRAKE - ICEMAN.webp,keep,no,copy,Music\frameium\DRAKE - ICEMAN.webp,
Music/frameium/DRAKE - VIEWS.webp,Music,Music,frameium,DRAKE - VIEWS.webp,keep,no,copy,Music\frameium\DRAKE - VIEWS.webp,
Music/frameium/DRAKE NOTHING WAS THE SAME.webp,Music,Music,frameium,DRAKE NOTHING WAS THE SAME.webp,keep,no,copy,Music\frameium\DRAKE NOTHING WAS THE SAME.webp,
Music/frameium/Eminem.webp,Music,Music,frameium,Eminem.webp,keep,no,copy,Music\frameium\Eminem.webp,
Music/frameium/FLOWER BOY TYLER THE CREATOR.webp,Music,Music,frameium,FLOWER BOY TYLER THE CREATOR.webp,keep,no,copy,Music\frameium\FLOWER BOY TYLER THE CREATOR.webp,
Music/frameium/frank ocean - blonde.webp,Music,Music,frameium,frank ocean - blonde.webp,keep,no,copy,Music\frameium\frank ocean - blonde.webp,
Music/frameium/Frank ocean blond.webp,Music,Music,frameium,Frank ocean blond.webp,keep,no,copy,Music\frameium\Frank ocean blond.webp,
Music/frameium/future & metro boomin - we don t trust you.webp,Music,Music,frameium,future & metro boomin - we don t trust you.webp,keep,no,copy,Music\frameium\future & metro boomin - we don t trust you.webp,
Music/frameium/Future.webp,Music,Music,frameium,Future.webp,keep,no,copy,Music\frameium\Future.webp,
Music/frameium/J. cole.webp,Music,Music,frameium,J. cole.webp,keep,no,copy,Music\frameium\J. cole.webp,
Music/frameium/Kendrick lamar (2).webp,Music,Music,frameium,Kendrick lamar (2).webp,keep,no,copy,Music\frameium\Kendrick lamar (2).webp,
Music/frameium/kendrick lamar - DAMN.webp,Music,Music,frameium,kendrick lamar - DAMN.webp,keep,no,copy,Music\frameium\kendrick lamar - DAMN.webp,
Music/frameium/Kendrick lamar.webp,Music,Music,frameium,Kendrick lamar.webp,keep,no,copy,Music\frameium\Kendrick lamar.webp,
Music/frameium/LANA DEL REY BORN TO DIE.webp,Music,Music,frameium,LANA DEL REY BORN TO DIE.webp,dismiss,no,copy,dismissed\Music\frameium\LANA DEL REY BORN TO DIE.webp,
Music/frameium/LANA DEL REY DID YOU KNOW THAT THERE'S A TUNNEL UNDER OCEAN BLVD.webp,Music,Music,frameium,LANA DEL REY DID YOU KNOW THAT THERE'S A TUNNEL UNDER OCEAN BLVD.webp,dismiss,no,copy,dismissed\Music\frameium\LANA DEL REY DID YOU KNOW THAT THERE'S A TUNNEL UNDER OCEAN BLVD.webp,
Music/frameium/Marwan moussa.webp,Music,Music,frameium,Marwan moussa.webp,dismiss,no,copy,dismissed\Music\frameium\Marwan moussa.webp,
Music/frameium/Marwan Pablo (2).webp,Music,Music,frameium,Marwan Pablo (2).webp,keep,no,copy,Music\frameium\Marwan Pablo (2).webp,
Music/frameium/Marwan Pablo (3).webp,Music,Music,frameium,Marwan Pablo (3).webp,keep,no,copy,Music\frameium\Marwan Pablo (3).webp,
Music/frameium/Marwan Pablo (4).webp,Music,Music,frameium,Marwan Pablo (4).webp,keep,no,copy,Music\frameium\Marwan Pablo (4).webp,
Music/frameium/Marwan Pablo (5).webp,Music,Music,frameium,Marwan Pablo (5).webp,keep,no,copy,Music\frameium\Marwan Pablo (5).webp,
Music/frameium/Marwan Pablo (6).webp,Music,Music,frameium,Marwan Pablo (6).webp,keep,no,copy,Music\frameium\Marwan Pablo (6).webp,
